code,name,symbol
sh513160,港股科技ETF银华,513160.SS
sh513150,港股通科技ETF华泰柏瑞,513150.SS
sh513140,港股通金融ETF华泰柏瑞,513140.SS
sh513130,恒生科技ETF华泰柏瑞,513130.SS
sh513120,港股创新药ETF广发,513120.SS
sh513110,纳指ETF华泰柏瑞,513110.SS
sh513100,纳指ETF国泰,513100.SS
sh513090,香港证券ETF易方达,513090.SS
sh513080,法国ETF华安,513080.SS
sh513070,港股通消费ETF易方达,513070.SS
sh513060,恒生医疗ETF博时,513060.SS
sh513050,中概互联网ETF易方达,513050.SS
sh513040,港股通互联网ETF易方达,513040.SS
sh513030,德国ETF华安,513030.SS
sh513020,港股科技ETF国泰,513020.SS
sh513010,恒生科技ETF易方达,513010.SS
sh513000,日经225ETF易方达,513000.SS
sh512990,MSCIA股ETF华夏,512990.SS
sh512980,传媒ETF广发,512980.SS
sh512970,大湾区ETF平安,512970.SS
sh512960,央企结构调整ETF博时,512960.SS
sh512950,央企改革ETF华夏,512950.SS
sh512940,有色ETF华安,512940.SS
sh512930,AI人工智能ETF平安,512930.SS
sh512910,A100ETF广发,512910.SS
sh512900,证券ETF南方,512900.SS
sh512890,红利低波ETF华泰柏瑞,512890.SS
sh512880,证券ETF国泰,512880.SS
sh512870,杭州湾区ETF南华,512870.SS
sh512820,银行ETF汇添富,512820.SS
sh512810,军工ETF华宝,512810.SS
sh512800,银行ETF,512800.SS
sh512770,战略新兴ETF华夏,512770.SS
sh512760,芯片ETF国泰,512760.SS
sh512750,基本面50ETF嘉实,512750.SS
sh512730,银行ETF鹏华,512730.SS
sh512720,计算机ETF国泰,512720.SS
sh512710,军工龙头ETF富国,512710.SS
sh512700,银行ETF南方,512700.SS
sh512690,酒ETF,512690.SS
sh512680,军工ETF广发,512680.SS
sh512670,国防ETF,512670.SS
sh512660,军工ETF国泰,512660.SS
sh512650,长三角ETF汇添富,512650.SS
sh512640,金融地产ETF嘉实,512640.SS
sh512630,卫星ETF广发,512630.SS
sh512620,农业ETF天弘,512620.SS
sh512600,消费ETF嘉实,512600.SS
sh512580,环保ETF广发,512580.SS
sh512570,证券ETF易方达,512570.SS
sh512560,军工ETF易方达,512560.SS
sh512550,富时A50ETF嘉实,512550.SS
sh512530,沪深300红利ETF建信,512530.SS
sh512520,MSCI中国ETF华泰柏瑞,512520.SS
sh512510,中证500ETF华泰柏瑞,512510.SS
sh512500,中证500ETF华夏,512500.SS
sh512480,半导体ETF,512480.SS
sh512460,电池ETF华夏,512460.SS
sh512400,有色金属ETF南方,512400.SS
sh512390,中国低波ETF平安,512390.SS
sh512380,MSCI中国ETF银华,512380.SS
sh512370,A500增强ETF华夏,512370.SS
sh512360,MSCIA股ETF平安,512360.SS
sh512330,信息科技ETF南方,512330.SS
sh512290,生物医药ETF国泰,512290.SS
sh512260,中证500低波动ETF华安,512260.SS
sh512250,A50ETF招商,512250.SS
sh512240,A50ETF鹏华,512240.SS
sh512220,TMTETF,512220.SS
sh512200,房地产ETF南方,512200.SS
sh512190,浙商之江凤凰ETF,512190.SS
sh512180,MSCIA股ETF建信,512180.SS
sh512170,医疗ETF,512170.SS
sh512160,MSCI中国A股ETF南方,512160.SS
sh512150,富时A50ETF汇安,512150.SS
sh512130,全指现金流ETF鹏华,512130.SS
sh512120,医药ETF华安,512120.SS
sh512100,中证1000ETF南方,512100.SS
sh512090,MSCIA股ETF易方达,512090.SS
sh512080,A500ETF中金,512080.SS
sh512070,证券保险ETF易方达,512070.SS
sh512060,中证A100ETF天弘,512060.SS
sh512050,A500ETF华夏,512050.SS
sh512040,价值100ETF富国,512040.SS
sh512030,中证A50增强ETF易方达,512030.SS
sh512020,A500ETF鹏华,512020.SS
sh512010,医药ETF易方达,512010.SS
sh512000,券商ETF,512000.SS
sh511990,华宝添益ETF,511990.SS
sh511980,现金添富ETF,511980.SS
sh511970,国寿货币ETF,511970.SS
sh511960,货币ETF嘉实,511960.SS
sh511950,添利货币ETF,511950.SS
sh511930,货币ETF国联,511930.SS
sh511920,广发货币ETF,511920.SS
sh511910,融通货币ETF,511910.SS
sh511900,富国货币ETF,511900.SS
sh511880,银华日利ETF,511880.SS
sh511860,货币ETF博时,511860.SS
sh511850,招商财富宝ETF,511850.SS
sh511830,货币ETF华泰柏瑞,511830.SS
sh511820,鹏华添利ETF,511820.SS
sh511810,货币ETF南方,511810.SS
sh511800,易方达货币ETF,511800.SS
sh511770,金鹰增益货币ETF,511770.SS
sh511700,货币ETF平安,511700.SS
sh511690,交易货币ETF大成,511690.SS
sh511670,华泰天天金ETF,511670.SS
sh511660,货币ETF建信,511660.SS
sh511650,货币ETF华夏,511650.SS
sh511620,货币ETF国泰,511620.SS
sh511600,华安日日鑫ETF,511600.SS
sh511580,国债政金债ETF招商,511580.SS
sh511520,政金债ETF富国,511520.SS
sh511380,可转债ETF博时,511380.SS
sh511360,短融ETF海富通,511360.SS
sh511270,10年地方债ETF海富通,511270.SS
sh511260,十年国债ETF国泰,511260.SS
sh511220,城投债ETF海富通,511220.SS
sh511200,信用债ETF华夏,511200.SS
sh511190,信用债ETF海富通,511190.SS
sh511180,可转债ETF海富通,511180.SS
sh511160,国债ETF东财,511160.SS
sh511150,科创债ETF永赢,511150.SS
sh511130,30年国债ETF博时,511130.SS
sh511120,科创债ETF广发,511120.SS
sh511110,公司债ETF易方达,511110.SS
sh511100,国债ETF华夏,511100.SS
sh511090,30年国债ETF鹏扬,511090.SS
sh511070,公司债ETF南方,511070.SS
sh511060,5年地方债ETF海富通,511060.SS
sh511030,公司债ETF平安,511030.SS
sh511020,国债ETF平安,511020.SS
sh511010,国债ETF国泰,511010.SS
sh510990,180ESGETF工银,510990.SS
sh510980,上证指数ETF汇添富,510980.SS
sh510950,上证50ETF广发,510950.SS
sh510900,恒生中国企业ETF易方达,510900.SS
sh510880,红利ETF华泰柏瑞,510880.SS
sh510850,上证50ETF工银,510850.SS
sh510810,上海国企ETF汇添富,510810.SS
sh510800,上证50ETF建信,510800.SS
sh510770,G60创新ETF申万菱信,510770.SS
sh510760,上证指数ETF国泰,510760.SS
sh510720,红利国企ETF国泰,510720.SS
sh510710,上证50ETF博时,510710.SS
sh510680,上证50ETF万家,510680.SS
sh510670,上证180ETF华夏,510670.SS
sh510660,医药ETF华夏,510660.SS
sh510650,金融地产ETF华夏,510650.SS
sh510630,消费ETF华夏,510630.SS
sh510600,上证50ETF申万菱信,510600.SS
sh510590,中证500ETF平安,510590.SS
sh510580,中证500ETF易方达,510580.SS
sh510570,中证500ETF兴业,510570.SS
sh510560,中证500ETF国寿,510560.SS
sh510550,中证500ETF方正富邦,510550.SS
sh510530,中证500ETF工银,510530.SS
sh510510,中证500ETF广发,510510.SS
sh510500,中证500ETF南方,510500.SS
sh510410,资源ETF博时,510410.SS
sh510390,沪深300ETF平安,510390.SS
sh510380,沪深300ETF国寿,510380.SS
sh510370,沪深300ETF兴业,510370.SS
sh510360,沪深300ETF广发,510360.SS
sh510350,沪深300ETF工银,510350.SS
sh510330,沪深300ETF华夏,510330.SS
sh510320,沪深300ETF中金,510320.SS
sh510310,沪深300ETF易方达,510310.SS
sh510300,沪深300ETF华泰柏瑞,510300.SS
sh510290,上证380ETF南方,510290.SS
sh510270,国企ETF中银,510270.SS
sh510230,金融ETF国泰,510230.SS
sh510210,上证指数ETF富国,510210.SS
sh510200,上证券商ETF汇安,510200.SS
sh510190,上证50ETF华安,510190.SS
sh510180,上证180ETF华安,510180.SS
sh510170,大宗商品ETF,510170.SS
sh510160,产业升级ETF南方,510160.SS
sh510150,消费ETF招商,510150.SS
sh510130,上证中盘ETF易方达,510130.SS
sh510100,上证50ETF易方达,510100.SS
sh510090,责任ETF建信,510090.SS
sh510060,央企ETF工银,510060.SS
sh510050,上证50ETF华夏,510050.SS
sh510040,上证180ETF鹏华,510040.SS
sh510030,价值ETF,510030.SS
sh510020,超大盘ETF博时,510020.SS
sh510010,180治理ETF交银,510010.SS
